epoch,directional_accuracy,learning_rate,loss,val_directional_accuracy,val_loss
0,0.5027703642845154,0.0003000000142492354,0.4626106023788452,0.5020889639854431,0.46210411190986633
1,0.5056947469711304,0.0003000000142492354,0.4619554877281189,0.5041434168815613,0.4621114432811737
2,0.5076983571052551,0.0003000000142492354,0.4616803526878357,0.5045790076255798,0.46204623579978943
3,0.5084574818611145,0.0003000000142492354,0.46161699295043945,0.5046554803848267,0.46214064955711365
4,0.5111545920372009,9.000000136438757e-05,0.46121829748153687,0.5039037466049194,0.462902694940567
5,0.5120076537132263,9.000000136438757e-05,0.461128830909729,0.5048120021820068,0.46320584416389465
6,0.5119515657424927,9.000000136438757e-05,0.4610208570957184,0.5034898519515991,0.46314725279808044
7,0.5137006640434265,2.700000004551839e-05,0.4608560800552368,0.5045243501663208,0.46378323435783386
8,0.5135294198989868,2.700000004551839e-05,0.4607757329940796,0.5048372149467468,0.46419039368629456
