epoch,directional_accuracy,learning_rate,loss,val_directional_accuracy,val_loss
0,0.5178130269050598,0.0003000000142492354,0.4672408699989319,0.5096163749694824,0.4772596061229706
1,0.5147838592529297,0.0003000000142492354,0.4625072479248047,0.5218931436538696,0.47284966707229614
2,0.5237034559249878,0.0003000000142492354,0.45925164222717285,0.5259110331535339,0.4737950265407562
3,0.5262347459793091,0.0003000000142492354,0.4586489498615265,0.5290359854698181,0.47503143548965454
4,0.5295693874359131,0.0003000000142492354,0.4571229815483093,0.5304868817329407,0.47902005910873413
5,0.5282792448997498,9.000000136438757e-05,0.4556789994239807,0.5272477269172668,0.4773440361022949
6,0.5308048725128174,9.000000136438757e-05,0.45413532853126526,0.5326074361801147,0.4784683585166931
7,0.5294959545135498,9.000000136438757e-05,0.4534311890602112,0.5281406044960022,0.4795181155204773
